epoch,loss,iou1,iou2,iou3,miou,best_miou
0,0.022643746808171272,0.7474210592112978,0.8821314323134379,0.8225095842118597,0.8173540252455318,0.0
1,0.022552156820893288,0.7478383844898624,0.8834049791410826,0.821260288840951,0.8175012174906321,0.8173540252455318
2,0.02253919467329979,0.7532789442239163,0.8821010769863863,0.819815606015251,0.8183985424085178,0.8175012174906321
3,0.022324196994304657,0.7508141531527571,0.8825995803756822,0.8220603673720976,0.8184913669668457,0.8183985424085178
4,0.022344494238495827,0.7504051935588198,0.8817010156785087,0.8207523864924621,0.8176195319099303,0.8184913669668457
5,0.022229816764593124,0.7502094413435891,0.8816203787589599,0.8224641425628704,0.8180979875551398,0.8184913669668457
6,0.022351359948515892,0.753742123290067,0.883225035698167,0.8236597481995539,0.820208969062596,0.8184913669668457
7,0.022290129214525223,0.748768347211771,0.8819795412267106,0.8230138235564644,0.8179205706649819,0.820208969062596
8,0.022049318999052048,0.755149081418585,0.8836039849034617,0.8212714551816918,0.8200081738345796,0.820208969062596
9,0.02223038300871849,0.7524770004440606,0.881427736513486,0.8214198887400043,0.8184415418991837,0.820208969062596
10,0.022233936935663223,0.7540348931586464,0.883168731583046,0.8208232188519434,0.8193422811978786,0.820208969062596
11,0.022100726142525673,0.7485414655540666,0.8816816504073515,0.8184679778496073,0.8162303646036753,0.820208969062596
12,0.022093215957283974,0.7517212921793569,0.8824650951753099,0.8209324185741006,0.8183729353095891,0.820208969062596
13,0.02188427932560444,0.7530926051358561,0.8815883878082293,0.8222098255889972,0.8189636061776943,0.820208969062596
14,0.02197873778641224,0.750706041153067,0.8835582197003785,0.8239480214158188,0.8194040940897548,0.820208969062596
15,0.021995170041918755,0.7507559707023618,0.882343557038383,0.8230018988589729,0.8187004755332392,0.820208969062596
16,0.0218585804104805,0.7497205792864478,0.8838735189492675,0.8225581636629916,0.8187174206329022,0.820208969062596
17,0.02189217507839203,0.7460075074557698,0.8821726502765148,0.8232715122326326,0.8171505566549723,0.820208969062596
18,0.021788937970995903,0.747718083149217,0.8831553434248961,0.8198126142927968,0.8168953469556367,0.820208969062596
19,0.021835383027791977,0.750577879012726,0.8833290177475723,0.8229592854849005,0.8189553940817329,0.820208969062596
20,0.021734187379479408,0.7484917860287617,0.8835874526327618,0.8220064892324278,0.8180285759646505,0.820208969062596
21,0.02183067612349987,0.7466857884763967,0.8833717146500267,0.8228153283276828,0.8176242771513688,0.820208969062596
22,0.02174215205013752,0.7536142944157098,0.8814376299515124,0.8227145512622208,0.819255491876481,0.820208969062596
23,0.021737219765782356,0.7504431140800747,0.8821395486375537,0.8220727576992963,0.8182184734723084,0.820208969062596
24,0.021690068766474724,0.749198701183862,0.882370981613848,0.8219153127199814,0.8178283318392304,0.820208969062596
25,0.021581746637821198,0.7527537236009226,0.8802546211799218,0.8218836231152644,0.8182973226320364,0.820208969062596
26,0.021546024829149246,0.752382996887238,0.8807920539623938,0.8204563277242223,0.8178771261912846,0.820208969062596
27,0.02164412848651409,0.7471691775528334,0.8828653992795258,0.8176133270066948,0.815882634613018,0.820208969062596
28,0.0214656013995409,0.7518149289221245,0.884093112564622,0.8215025331712401,0.8191368582193289,0.820208969062596
29,0.02149568870663643,0.7518730800286664,0.8828092422022588,0.8241620642453573,0.8196147954920942,0.820208969062596
30,0.02153715491294861,0.751079783712904,0.880242912114265,0.8211952153531853,0.8175059703934514,0.820208969062596
31,0.021557072177529335,0.7470918972840119,0.8812399105344858,0.8240463595395544,0.8174593891193508,0.820208969062596
32,0.02145390398800373,0.7483123016364376,0.8823084862080269,0.8228205520784839,0.817813779974316,0.820208969062596
33,0.021382449194788933,0.7518802126776836,0.8825194540218413,0.8240697391630444,0.8194898019541897,0.820208969062596
34,0.021391503512859344,0.7480950264475128,0.8808497910861282,0.8221632608974591,0.8170360261437,0.820208969062596
35,0.021236436441540718,0.7542079215781999,0.8823231094617341,0.8215260961798497,0.8193523757399279,0.820208969062596
36,0.021196123212575912,0.7513780223668082,0.8827061621550225,0.8210084078691751,0.8183641974636687,0.820208969062596
37,0.02132066711783409,0.7534909016531758,0.8824433548998624,0.8234045441704113,0.8197796002411498,0.820208969062596
38,0.021260611712932587,0.7544726749365386,0.8824116718450704,0.8235680623522529,0.8201508030446206,0.820208969062596
39,0.02109956555068493,0.7515797023551773,0.8829122141753546,0.8215524905586917,0.8186814690297414,0.820208969062596
40,0.021155912429094315,0.7464074095440596,0.8827037540125063,0.8217026375640495,0.8169379337068717,0.820208969062596
41,0.021061092615127563,0.7502559616188448,0.8826154052519848,0.823058405784651,0.8186432575518268,0.820208969062596
42,0.020944053307175636,0.7512109520688777,0.8815690295742185,0.8192710803499533,0.8173503539976831,0.820208969062596
43,0.020966483280062675,0.7507017269502252,0.8836098335217842,0.8222286217542099,0.8188467274087398,0.820208969062596
44,0.0210605189204216,0.7486474965204576,0.8825678421098274,0.8222965297257546,0.8178372894520133,0.820208969062596
45,0.0210465956479311,0.7541403310038144,0.8821615924017836,0.8223469971070922,0.8195496401708967,0.820208969062596
46,0.0208487119525671,0.7506082662502463,0.8822710599025098,0.8250291423031777,0.8193028228186446,0.820208969062596
47,0.020790869370102882,0.7501394876515216,0.8828577153749942,0.822153581106755,0.8183835947110903,0.820208969062596
48,0.020802795886993408,0.7483475242059325,0.8831141992233646,0.8228120807001096,0.8180912680431356,0.820208969062596
49,0.02087271772325039,0.7490112457966068,0.8820035799974844,0.8230344870776372,0.8180164376239095,0.820208969062596
50,0.02064300701022148,0.754538909131408,0.8809946333784887,0.8217989265693991,0.819110823026432,0.820208969062596
51,0.02069166488945484,0.7481767599345021,0.8829838644694658,0.822442626319345,0.8178677502411041,0.820208969062596
52,0.020661596208810806,0.7526955431746878,0.8814469365675605,0.8207101943666739,0.8182842247029741,0.820208969062596
53,0.020675785839557648,0.7521611364369822,0.8819501647383103,0.821902733978859,0.818671345051384,0.820208969062596
54,0.020602714270353317,0.7535628503372748,0.882610705971375,0.8252416463082449,0.8204717342056315,0.820208969062596
55,0.020544305443763733,0.7507121339068775,0.8825094768865106,0.8235156010797844,0.8189124039577242,0.8204717342056315
56,0.020414428785443306,0.7529005673396677,0.8834593000855591,0.8234057773829592,0.8199218816027286,0.8204717342056315
57,0.020571792498230934,0.7493495737256508,0.8829615161457269,0.8207364544092712,0.8176825147602163,0.8204717342056315
58,0.020333915948867798,0.7518190595908519,0.8826023032578535,0.8243131692404467,0.8195781773630507,0.8204717342056315
59,0.02039423957467079,0.7525087134392396,0.8830032806721426,0.8240581953932629,0.8198567298348817,0.8204717342056315
60,0.02027435600757599,0.7507769687796364,0.8830542556263368,0.8234312561482788,0.819087493518084,0.8204717342056315
61,0.020315151661634445,0.7523843390161452,0.8820382279954837,0.8227249647875442,0.819049177266391,0.8204717342056315
62,0.020253192633390427,0.7531174198472174,0.8821695553777447,0.82339983682009,0.819562270681684,0.8204717342056315
63,0.02025178261101246,0.7530275996451864,0.8835475753423471,0.8243745528797095,0.8203165759557477,0.8204717342056315
64,0.020194675773382187,0.7506773843556246,0.8818426529763393,0.8237336490804981,0.8187512288041541,0.8204717342056315
65,0.020214958116412163,0.7527635745351717,0.8826902378286866,0.8237695825633684,0.8197411316424089,0.8204717342056315
66,0.020087169483304024,0.7535884887089945,0.8831766210156881,0.8248887715254889,0.8205512937500572,0.8204717342056315
67,0.020044386386871338,0.7521993254991487,0.8830665863161057,0.8233046569039585,0.8195235229064043,0.8205512937500572
68,0.02001735009253025,0.7518362316442313,0.8819971312939846,0.8227731306623439,0.8188688312001866,0.8205512937500572
69,0.020054878666996956,0.7498116709357185,0.8831928818468245,0.8240905098024611,0.8190316875283347,0.8205512937500572
70,0.019930660724639893,0.7542819679366611,0.882495797947905,0.8239963623082562,0.8202580427309408,0.8205512937500572
71,0.02006908692419529,0.752472799540373,0.8817478988596892,0.8237901422559601,0.8193369468853408,0.8205512937500572
72,0.02001875825226307,0.7535555283330098,0.8833763074532707,0.822628353741728,0.8198533965093361,0.8205512937500572
73,0.02003149688243866,0.7524837273195589,0.8834418648228616,0.825074704024306,0.8203334320555755,0.8205512937500572
74,0.01993914134800434,0.7517462186727164,0.8830804574036222,0.8239550067855291,0.8195938942872892,0.8205512937500572
75,0.019851714372634888,0.7531818586268798,0.8830541167805497,0.8239304776108541,0.820055484339428,0.8205512937500572
76,0.019903896376490593,0.750583954216499,0.881856014689217,0.8233110633985401,0.8185836774347521,0.8205512937500572
77,0.01978435553610325,0.7535465026362596,0.8832100523729025,0.8233055364065058,0.8200206971385559,0.8205512937500572
78,0.019871335476636887,0.7534030953112327,0.8827292291416727,0.8239404292682841,0.8200242512403966,0.8205512937500572
79,0.019753767177462578,0.7522796503450899,0.8824979991873539,0.8241264835728043,0.8196347110350827,0.8205512937500572
80,0.019734038040041924,0.7514878489208273,0.8819033659174775,0.8236615014489883,0.8190175720957645,0.8205512937500572
81,0.019849227741360664,0.7511361431927722,0.8818699476180133,0.823166076867136,0.8187240558926406,0.8205512937500572
82,0.019703852012753487,0.7513758713303754,0.8827408416885485,0.8238109328690039,0.8193092152959759,0.8205512937500572
83,0.01976829022169113,0.7517303763792212,0.8838370354597493,0.8245225481509191,0.8200299866632964,0.8205512937500572
84,0.01967610977590084,0.7509786930005494,0.8817730257266706,0.823240430008033,0.8186640495784178,0.8205512937500572
85,0.01969859004020691,0.7524342308970989,0.8830266728230978,0.8226462874794753,0.819369063733224,0.8205512937500572
86,0.019711332395672798,0.7526707431716296,0.88265952007628,0.8235221649325059,0.8196174760601385,0.8205512937500572
87,0.019703881815075874,0.7525846780453762,0.8830660508306389,0.8238629098627015,0.8198378795795721,0.8205512937500572
