epoch,loss,iou1,iou2,iou3,miou,best_miou
0,0.04096277058124542,0.7246102201753426,0.8702794077712328,0.7956048506721081,0.7968314928728946,0.0
1,0.041083790361881256,0.7039111847262353,0.8682086234395828,0.7935441456944125,0.7885546512867435,0.7968314928728946
2,0.04129498079419136,0.7233386772067953,0.8715719664993864,0.7936518594547627,0.7961875010536481,0.7968314928728946
3,0.041092466562986374,0.7303581434189286,0.8710703071829613,0.7930020682997385,0.7981435063005428,0.7968314928728946
4,0.041103679686784744,0.7246773340511374,0.870181140575924,0.8017296791056,0.7988627179108873,0.7981435063005428
5,0.04122419282793999,0.7213525161864518,0.8696849945666872,0.7981206140752106,0.7963860416094498,0.7988627179108873
6,0.040853459388017654,0.7248698071021941,0.8697899069824365,0.7964043413664127,0.7970213518170145,0.7988627179108873
7,0.04085477814078331,0.7223627441189058,0.8677143589308388,0.7907664917248346,0.7936145315915265,0.7988627179108873
8,0.04067736119031906,0.7156127344682865,0.8702449790471872,0.7930322281473071,0.7929633138875936,0.7988627179108873
9,0.04060577228665352,0.7315400806353268,0.8672068761005477,0.7965955141454386,0.7984474902937709,0.7988627179108873
10,0.04064539074897766,0.7208313520035255,0.8694644373471457,0.7936966166682102,0.7946641353396272,0.7988627179108873
11,0.04042372480034828,0.7198847984447482,0.8687644600739713,0.798500198587452,0.7957164857020572,0.7988627179108873
12,0.04049019142985344,0.7218307695416737,0.8670447930904434,0.8040709265405862,0.7976488297242345,0.7988627179108873
13,0.040744032710790634,0.7287766942380002,0.8686032621349203,0.7991594390282014,0.7988464651337073,0.7988627179108873
14,0.040628619492053986,0.7249202823614855,0.8686899604502236,0.7978287193937182,0.7971463207351425,0.7988627179108873
15,0.04047912359237671,0.7294669785001927,0.8672573691849341,0.8005966192051329,0.79910698896342,0.7988627179108873
16,0.04022247716784477,0.7200009793917765,0.867961154583457,0.7984257367529035,0.7954626235760457,0.79910698896342
17,0.04037995636463165,0.7227729064592774,0.8695829103639718,0.7979632102532397,0.7967730090254963,0.79910698896342
18,0.04018394276499748,0.7248602794622608,0.8685167343714498,0.797029527254654,0.7968021803627883,0.79910698896342
19,0.039854004979133606,0.7256261357170886,0.8690516708709052,0.7939135563536271,0.7961971209805402,0.79910698896342
20,0.03974214568734169,0.7208900199504512,0.8670402586537883,0.79961885587469,0.7958497114929765,0.79910698896342
21,0.040250569581985474,0.7257929630328499,0.8706748831098559,0.7988157232381637,0.7984278564602899,0.79910698896342
22,0.04002129286527634,0.7279515200018466,0.8696342083748734,0.7957786003286413,0.7977881095684537,0.79910698896342
23,0.03981207683682442,0.7310755449461691,0.8707590258465833,0.7981752128859884,0.800003261226247,0.79910698896342
24,0.03989773243665695,0.7230876826541482,0.872828700765608,0.7970631547827205,0.7976598460674923,0.800003261226247
25,0.03972060978412628,0.7298058120315066,0.8708566725728428,0.8002739855573922,0.8003121567205804,0.800003261226247
26,0.03996388241648674,0.7201544147730222,0.8707063544084693,0.7988948516837753,0.7965852069550889,0.8003121567205804
27,0.03954363241791725,0.723730861288043,0.8703304501356579,0.7953991298436542,0.7964868137557851,0.8003121567205804
