epoch,loss,iou1,iou2,iou3,miou,best_miou
0,0.8959304690361023,0.011268798402967375,0.6594255163824755,0.4628067713632371,0.37783369538289335,0.0
1,0.43333420157432556,0.04963611331518854,0.7788883816008476,0.6465540360173134,0.4916928436444499,0.37783369538289335
2,0.24746058881282806,0.30004710625598796,0.7856712751204532,0.6833206819589095,0.5896796877784501,0.4916928436444499
3,0.17544467747211456,0.4499215911080746,0.8090603857200718,0.6829899756764991,0.6473239841682151,0.5896796877784501
4,0.1410611867904663,0.4603069982724288,0.8146501967259,0.6964791265603834,0.6571454405195707,0.6473239841682151
5,0.1250002235174179,0.43853926136917226,0.8114108261436317,0.7110679361266837,0.6536726745464959,0.6571454405195707
6,0.1065637394785881,0.5442041845066662,0.8239472239754838,0.7233878288893828,0.6971797457905109,0.6571454405195707
7,0.1001688614487648,0.5420067833675538,0.8000373139197396,0.7248294121852137,0.6889578364908356,0.6971797457905109
8,0.09425994008779526,0.58867374804559,0.8232651269735385,0.7239650686248964,0.711967981214675,0.6971797457905109
9,0.08969682455062866,0.5889118314108566,0.8116582534918686,0.7325916146964448,0.71105389986639,0.711967981214675
10,0.09217703342437744,0.6023264157139862,0.8271142342998142,0.7318044418056823,0.7204150306064943,0.711967981214675
11,0.08306459337472916,0.5915627388403762,0.8237354987134202,0.7365401345746955,0.717279457376164,0.7204150306064943
12,0.08285225182771683,0.6238681217051427,0.8312750480541411,0.7433696689092888,0.7328376128895243,0.7204150306064943
13,0.08047893643379211,0.6029351446231159,0.837850130333785,0.7423463048687795,0.7277105266085601,0.7328376128895243
14,0.07835736125707626,0.6085556318430595,0.8291637241513055,0.7368992612958537,0.7248728724300729,0.7328376128895243
15,0.08004794269800186,0.6166057872047334,0.8334670982512372,0.7389661336382309,0.7296796730314005,0.7328376128895243
16,0.07619509845972061,0.6368751445863522,0.833130105836223,0.7337496534802226,0.7345849679675993,0.7328376128895243
17,0.07548054307699203,0.6450040111934616,0.8393015738462506,0.7360087160734956,0.740104767037736,0.7345849679675993
18,0.0720452144742012,0.5907332169768713,0.8311556713243644,0.7424197592330994,0.7214362158447784,0.740104767037736
19,0.0716131404042244,0.6240028201878018,0.8326476876514444,0.7367190747465513,0.7311231941952658,0.740104767037736
20,0.07127226889133453,0.6692898535292395,0.8384678609864213,0.7493464826375367,0.7523680657177326,0.740104767037736
21,0.06964468955993652,0.6413209160814892,0.8348632274578942,0.7382050641000243,0.7381297358798026,0.7523680657177326
22,0.06850932538509369,0.6428983230871682,0.8381911491536271,0.7517896225138925,0.7442930315848959,0.7523680657177326
23,0.0673019289970398,0.6603931092612069,0.8457627056398545,0.7467702326688551,0.7509753491899721,0.7523680657177326
24,0.06774786114692688,0.6336771456061653,0.8430088148923349,0.7527125068098693,0.7431328224361232,0.7523680657177326
25,0.06742002069950104,0.6435121656432221,0.837127935700631,0.7615682841255235,0.7474027951564589,0.7523680657177326
26,0.06574460119009018,0.6626648328342661,0.8392805491984404,0.7467568783887422,0.7495674201404828,0.7523680657177326
27,0.06502822786569595,0.6456829382656447,0.838705702589957,0.7548692441723281,0.7464192950093099,0.7523680657177326
28,0.06393533200025558,0.630893987771646,0.8437474367147957,0.7637543476424006,0.7461319240429475,0.7523680657177326
29,0.06495867669582367,0.6552387574362163,0.8466277697079718,0.7590282023592928,0.7536315765011602,0.7523680657177326
30,0.06358523666858673,0.673092509581992,0.8540575460310293,0.7591378012189938,0.7620959522773383,0.7536315765011602
31,0.06346920877695084,0.6720673707506276,0.845220762079779,0.7516510361162334,0.7563130563155468,0.7620959522773383
